Ulica,Nr,Obiekt,Nr_rej_zabytków
TKACKA,7/8 (8),d. nr 8,ob. siedziba redakcji Gazety Wyborczej, kamienica,
TKACKA,9/10 ,d. nr 9 i 10, kamienica,
TKACKA,11/13 (11),d. nr 11, ob. Izba Skarbowa,,
TKACKA,11/13 (12),d. nr 12,  ob. Izba Skarbowa,,
TKACKA,11/13 (13),kamienica,
TKACKA,14/15 (14),kamienica,
TKACKA,14/15 (15),kamienica,
TKACKA,17/18 ,kamienica,
TKACKA,19/20 (19),kamienica,
TKACKA,20 (19/20),kamienica,617
TKACKA,21/22 (21),kamienica,
TKACKA,21/22 (22),kamienica,
TKACKA,23/24 (23),kamienica,
TKACKA,23/24 (24),kamienica,
TKACKA,25/26 ,kamienica,
TKACKA,27/28 (27),kamienica,
TKACKA,27/28 róg,kamienica,
TOBIASZA,3 AB,kamienica,
TOBIASZA,6/7/8,kamienica,
TOBIASZA,8A (20,21,22),kamienica,
TOBIASZA,8B (23),kamienica,
TOBIASZA,8B (24),kamienica,
TOKARSKA ,21/25 (16,17),d. nr 16, 17  ,
TOKARSKA ,21/25 (14,15),d. nr 14, 15,  ,
TOKARSKA ,21/25 (12,13),d. nr 12, 13, ,
TOKARSKA ,21/25 róg,d. ul. Świętojańska 69, 70, 71   ,
Tokarska 6, Długie Pobrzeże,(20),d. nr 25, proj. Hotel Hanza,
Tokarska 6, Długie Pobrzeże,(23),d. nr 21, Hotel Hanza,
Tokarska 6, Długie Pobrzeże,(21),d. nr 24, proj.: Hotel Hanza,
Tokarska 6, Długie Pobrzeże,(25),d. nr 22, proj.:Hotel Hanza,
Tokarska 6, Długie Pobrzeże,(24),d. nr.20, proj.: Hotel Hanza,
Tokarska 6, Długie Pobrzeże,(22),d. nr 23, proj.: SHotel Hanza,
Tokarska 6, Długie Pobrzeże,,d. ul. Świętojańska 42, Hotel Hanza,
Tokarska 6, Długie Pobrzeże róg,,d. ul. Świętojańska 41, Hotel Hanza,
TOPOLOWA ,1,dom,
TOPOLOWA ,2,dom,
TOPOLOWA ,7,szkoła, II LO, sala gimnastyczna,
TOPOLOWA ,8/9,dom,
TOPOLOWA ,10,budynek mieszkalny,
TOPOLOWA ,11/12,dom,
TORUŃSKA,1 k.,Zespół klasztoru franciszkanów  klasztor, teren klasztoru, ob. Muzeum Narodowe,133
TORUŃSKA,7,dom,
TORUŃSKA,14,magazyn PKP,
TORUŃSKA,23,dom,
TORUŃSKA,24 A,dom,
TORUŃSKA,24,dom,
TORUŃSKA,25,dom,
TORUŃSKA,26,dom,
TORUŃSKA,27,dom,
TORUŃSKA,28,dom,
TORUŃSKA,30,dom,
TORUŃSKA,32,dom,
TOWAROWA,1 A,dom,
TRAKT ŚW. WOJCIECHA,057,dom właściciela Drukarni Gdańskiej,1653
TRAKT ŚW. WOJCIECHA,042,dom,
TRAKT ŚW. WOJCIECHA,044,dom,
TRAKT ŚW. WOJCIECHA,046,dom,
TRAKT ŚW. WOJCIECHA,052,dom,
TRAKT ŚW. WOJCIECHA,057,dom,
TRAKT ŚW. WOJCIECHA,058,dom,
TRAKT ŚW. WOJCIECHA,059,budynek mieszkalny,
TRAKT ŚW. WOJCIECHA,062,dom,
TRAKT ŚW. WOJCIECHA,064,dom,
TRAKT ŚW. WOJCIECHA,066,dom,
TRAKT ŚW. WOJCIECHA,070,dom,
TRAKT ŚW. WOJCIECHA,072,dom,
TRAKT ŚW. WOJCIECHA,078,dom,
TRAKT ŚW. WOJCIECHA,080,dom,
TRAKT ŚW. WOJCIECHA,082,dom,
TRAKT ŚW. WOJCIECHA,089,dom,
TRAKT ŚW. WOJCIECHA,093,dom,
TRAKT ŚW. WOJCIECHA,095,dom,
TRAKT ŚW. WOJCIECHA,097,dom,
TRAKT ŚW. WOJCIECHA,099,dom,
TRAKT ŚW. WOJCIECHA,101,dom,
TRAKT ŚW. WOJCIECHA,103 A,dom,
TRAKT ŚW. WOJCIECHA,105/107,dom,
TRAKT ŚW. WOJCIECHA,109,dom,
TRAKT ŚW. WOJCIECHA,111,dom,
TRAKT ŚW. WOJCIECHA,113,dom,
TRAKT ŚW. WOJCIECHA,211,dom,
TRAKT ŚW. WOJCIECHA,264,dom,
TRAKT ŚW. WOJCIECHA,264,dom, drugi budynek,
TRAKT ŚW. WOJCIECHA,266,dom,
TRAKT ŚW. WOJCIECHA,268/270 ,zespół folwarku:dom, dwa budynki gospodarcze , stodoła,1050
TRAKT ŚW. WOJCIECHA,270,dom,
TRAKT ŚW. WOJCIECHA,274,dom,
TRAKT ŚW. WOJCIECHA,292,dom,
TRAKT ŚW. WOJCIECHA,293,Zespół Dworu Ferberów (dwór, park) , ob.. Pomorski Ośrodek Doradztwa Rolniczego,1050
TRAKT ŚW. WOJCIECHA,297,Lwi Dwór,134
TRAKT ŚW. WOJCIECHA,320,zespół zajazdu Pod 3 świńskimi głowamiz parkiem, ob. przedszkole nr 24,1050
TRAKT ŚW. WOJCIECHA,375,dom,
TRAKT ŚW. WOJCIECHA,377,dom,
TRAKT ŚW. WOJCIECHA,394,dom,
TRAKT ŚW. WOJCIECHA,396,dom,
TRAKT ŚW. WOJCIECHA,396 A,dom,
TRAKT ŚW. WOJCIECHA,396 A,budynek gospodarczy,
TRAKT ŚW. WOJCIECHA,396 A,budynek gospodarczy,
TRAKT ŚW. WOJCIECHA,413,dom,
TRAKT ŚW. WOJCIECHA,423,dom,
TRAKT ŚW. WOJCIECHA,431,dom,
TRAKT ŚW. WOJCIECHA,433,dom,
TRAKT ŚW. WOJCIECHA,434,dom, poczta,
TRAKT ŚW. WOJCIECHA,437,dom,1078
TRAKT ŚW. WOJCIECHA,440,kościół św. Wojciecha,690
TRAKT ŚW. WOJCIECHA,440,plebania,690
TRAKT ŚW. WOJCIECHA,440,kapliczka na górze,690
TRAKT ŚW. WOJCIECHA,446,dom,
TRAKT ŚW. WOJCIECHA,448,dom,
TRAKT ŚW. WOJCIECHA,453,dom,
TRAKT ŚW. WOJCIECHA,453,dom,
TRAKT ŚW. WOJCIECHA,479,dom,
TRAKT ŚW. WOJCIECHA,481,dom,
TRAKT ŚW. WOJCIECHA,483,dom,
TRAŁOWA,4,dom,
TRAŁOWA,5,dom,
TRAŁOWA,7,dom,
TRAŁOWA,11,dom,
TRAŁOWA,11,budynek gospodarczy,
TRAUGUTTA Romualda ,1,dom,
TRAUGUTTA Romualda ,3,dom,
TRAUGUTTA Romualda ,4,dom,
TRAUGUTTA Romualda ,5,dom,
TRAUGUTTA Romualda ,6,dom,
TRAUGUTTA Romualda ,7,dom,
TRAUGUTTA Romualda ,9,dom,
TRAUGUTTA Romualda ,8/10,dom,
TRAUGUTTA Romualda ,12,dom,
TRAUGUTTA Romualda ,13,dom,
TRAUGUTTA Romualda ,14,dom,
TRAUGUTTA Romualda ,15,dom,
TRAUGUTTA Romualda ,17,dom,
TRAUGUTTA Romualda ,19,dom,
TRAUGUTTA Romualda ,21,dom,
TRAUGUTTA Romualda ,23,dom,
TRAUGUTTA Romualda ,25,dom,
TRAUGUTTA Romualda ,27,dom,
TRAUGUTTA Romualda ,45,zespół Domu Pogrzebowego (kaplica, krematorium, kostnica, budynek gospodarczy, budynek mieszkalny, toalety),1580
TRAUGUTTA Romualda ,49,dom,
TRAUGUTTA Romualda ,66,dom,
TRAUGUTTA Romualda ,72,dom,
TRAUGUTTA Romualda ,78,dom,
TRAUGUTTA Romualda ,80,dom,
TRAUGUTTA Romualda ,80,dom,
TRAUGUTTA Romualda ,81,dom,
TRAUGUTTA Romualda ,81,budynek gospodarczy,
TRAUGUTTA Romualda ,86,dom,
TRAUGUTTA Romualda ,90,dom,
TRAUGUTTA Romualda ,91,dom,
TRAUGUTTA Romualda ,93,dom,
TRAUGUTTA Romualda ,94,zespół dworsko-parkowy Studzienka (Dwór św. Zdrój): dwór, stajnia, budynek gosp., ogród z grotą, ławka i kolumną,769
TRAUGUTTA Romualda ,95,dom,
TRAUGUTTA Romualda ,100,dom,
TRAUGUTTA Romualda ,107,dom,
TRAUGUTTA Romualda ,109,budynek przemysłowy,
TRAUGUTTA Romualda ,109,bud. biurowy.,
TRAUGUTTA Romualda ,111,hotel ,
TRAUGUTTA Romualda ,111,drugi budynek,
TRAUGUTTA Romualda ,119,dom,
TRAWKI ,1-7,dom w zespole,
TRAWKI ,2-8,dom w zespole,
TRUBADURÓW,11,dom,
TRUBADURÓW,21,dom,
TRUBADURÓW,23,dom,
TURYSTYCZNA,03,dom,
TURYSTYCZNA,05,dom, usługi,
TURYSTYCZNA,07,dom, ,
TURYSTYCZNA,12,dom,
TURYSTYCZNA,15,dom,
TURYSTYCZNA,16,dom ,
TURYSTYCZNA,17,dom,
TURYSTYCZNA,18,piekarnia,
TURYSTYCZNA,20,dom ,
TURYSTYCZNA,22,dom ,
TURYSTYCZNA,24,dom,
TURYSTYCZNA,26,dom  ,
TURYSTYCZNA,30,dom,
TURYSTYCZNA,32,dom mieszkalno-gospodarczy,
TURYSTYCZNA,92,dom mieszkalno-gospodarczy,
TURYSTYCZNA,140,dom,
TURYSTYCZNA,160,dom,A-1908
TUWIMA Juliana,01,dom,
TUWIMA Juliana,02/4,dom,
TUWIMA Juliana,03,dom,
TUWIMA Juliana,05,dom,
TUWIMA Juliana,06,dom,
TUWIMA Juliana,08,dom,
TUWIMA Juliana,10,dom,
TUWIMA Juliana,14,dom,
TUWIMA Juliana,19,dom,
TUWIMA Juliana,21,dom,
TUWIMA Juliana,23,dom,
TUWIMA Juliana,24,dom,
TUWIMA Juliana,25,dom,
TUWIMA Juliana,26,dom,
TUWIMA Juliana,27,dom,
TUWIMA Juliana,28,dom,
TUWIMA Juliana,29,dom,
TUWIMA Juliana,32,dom,
TUWIMA Juliana,39,dom,
U FURTY ,3,Zespół szpitala św. Ducha ( prezbiterium, fasada kościoła szpitalnego),464
UBOCZE,4,dom,
UBOCZE,5,dom,
UBOCZE,5,dom,
UBOCZE,6,dom,
UBOCZE,22,dom,
UCZNIOWSKA,,wieża ciśnień koło wiaduktu,
UCZNIOWSKA,7,dom,
UCZNIOWSKA,9,dom,
UCZNIOWSKA,11,dom,
UCZNIOWSKA,15,dom,
UCZNIOWSKA,17,dom,
UCZNIOWSKA,19/19A,dom,
UCZNIOWSKA,21,dom,
UCZNIOWSKA,22,szkoła,
UCZNIOWSKA,23 A/23 B,dom w zespole,
UCZNIOWSKA,23 E/23 F,dom w zespole,
UCZNIOWSKA,25 A/25 B,dom w zespole,
UCZNIOWSKA,27,dom,
UŁAŃSKA,11,dom,
UŁAŃSKA,13,dom,
UŁAŃSKA,15,dom,
Umocnienia Biskupiej Górki,,Reduta Biskupiej Górki,
Umocnienia Biskupiej Górki,,Bastion Zbawiciela,
Umocnienia Biskupiej Górki,,Bastion Pośredni,
Umocnienia Biskupiej Górki,,Bastion Ostroróg,
Umocnienia Biskupiej Górki,,Bastion Vigillance,
Umocnienia Biskupiej Górki,,Luneta Caferellego,
Umocnienia Biskupiej Górki,,Luneta Delzous,
Umocnienia Biskupiej Górki,,Ravelin Ostroróg Pośredni,
UPHAGENA Jana,2,dom,
UPHAGENA Jana,3,dom,
UPHAGENA Jana,4,dom,
UPHAGENA Jana,5,dom,
UPHAGENA Jana,6,dom,
UPHAGENA Jana,7,dom,
UPHAGENA Jana,8,dom,
UPHAGENA Jana,9,dom,
UPHAGENA Jana,10,dom,
UPHAGENA Jana,11,dom,
UPHAGENA Jana,12,dom,
UPHAGENA Jana,13,dom,
UPHAGENA Jana,14,dom,
UPHAGENA Jana,15,dom,
UPHAGENA Jana,16,dom,
UPHAGENA Jana,17,dom,
UPHAGENA Jana,18,dom,
UPHAGENA Jana,19,dom,
UPHAGENA Jana,20,dom,
UPHAGENA Jana,21,dom,
UPHAGENA Jana,22,dom,
UPHAGENA Jana,23,willa R. Patschkego,988
UPHAGENA Jana,25,dom,
UPHAGENA Jana,26/28,dom,
UPHAGENA Jana,30,dom,
UPHAGENA Jana,31,dom,
UPHAGENA Jana,32,dom,
UROCZA,1,dom w zespole,
UROCZA,2,dom w zespole,
UROCZA,3,dom w zespole,
UROCZA,4,dom w zespole,
UROCZA,5,dom w zespole,
URWISTA,1,dom,
URWISTA,2,dom,
URWISTA,7,dom,
URWISTA,9,dom,
URWISTA,17,dom w zagrodzie,280
URWISTA,25,dom,
URWISTA,29,dom,
URWISTA,37,dom,
UZDROWISKOWA,1,dom,
UZDROWISKOWA,2,dom,
UZDROWISKOWA,5,dom,
UZDROWISKOWA,5 A,dom,
UZDROWISKOWA,7,dom,
UZDROWISKOWA,8,dom,
UZDROWISKOWA,9,dom,
UZDROWISKOWA,11,dom,
UZDROWISKOWA,12,dom,
UZDROWISKOWA,15,dom,
UZDROWISKOWA,21,dom,
UZDROWISKOWA,23,dom,
UZDROWISKOWA,25,dom,
VII Dwór ,1,dom,
VII Dwór ,4A,dom,
VII Dwór ,5/5A,dom,
VII Dwór ,6/6A,dom,
WAGNERA,18/20,dom,
WAGNERA,46/48,dom,
WAJDELOTY,1,kamienica,
WAJDELOTY,2,kamienica,
WAJDELOTY,3,kamienica,
WAJDELOTY,4,kamienica,
WAJDELOTY,5,kamienica,
WAJDELOTY,6,kamienica,
WAJDELOTY,7,kamienica,
WAJDELOTY,8,kamienica,
WAJDELOTY,9,kamienica,
WAJDELOTY,10,kamienica,
WAJDELOTY,11,kamienica,
WAJDELOTY,12/13,zespół dworsko-parkowy Kuźniczki ( dwór,pawilon parkowy, park),1109
WAJDELOTY,14,kamienica,
WAJDELOTY,15B,kamienica,
WAJDELOTY,16,kamienica,
WAJDELOTY,17,kamienica,
WAJDELOTY,18,kamienica,
WAJDELOTY,19,kamienica,
WAJDELOTY,20,kamienica,
WAJDELOTY,21,kamienica,
WAJDELOTY,22,kamienica,
WAJDELOTY,23,kamienica,
WAJDELOTY,24,kamienica,
WAJDELOTY,25,kamienica,
WAJDELOTY,26,kamienica,
WAJDELOTY,27,kamienica,
WAJDELOTY,28,kamienica,
WAJDELOTY,29,kamienica,
WALLENRODA Konrada,1,dom,
WALLENRODA Konrada,2,dom,
WALLENRODA Konrada,3,dom,
WALLENRODA Konrada,4,dom,
WALLENRODA Konrada,5,dom,
WALLENRODA Konrada,6,dom,
WALLENRODA Konrada,7,dom,
WALLENRODA Konrada,8,dom,
WALLENRODA Konrada,9,dom,
WALLENRODA Konrada,10,dom,
WALLENRODA Konrada,11,dom,
WALLENRODA Konrada,11 A,dom,
WALLENRODA Konrada,12,dom,
WALLENRODA Konrada,12 A,dom,
WALLENRODA Konrada,13,dom,
WALLENRODA Konrada,14,dom,
WALLENRODA Konrada,15,dom,
WALLENRODA Konrada,16,dom,
WALLENRODA Konrada,17,dom,
WALLENRODA Konrada,18-24,dom,
WALLENRODA Konrada,25-31,dom,
WAŁOWA,15,Biblioteka Gdańska PAN,1577
WAŁOWA,16,dom,
WAŁOWA,17,zespól d. budynków wojskowych (Bekleidungsamt), ogrodzenie ,
WAŁOWA,19,zespól d. budynków wojskowych (Bekleidungsamt), ogrodzenie ,
WAŁOWA,21,zespól d. budynków wojskowych (Bekleidungsamt), ogrodzenie ,
WAŁOWA,23,zespól d. budynków wojskowych (Bekleidungsamt), następnie Dom Polski, ob.. Schronisko Młodzieżowe ,
WAŁOWA,26,zespól d. budynków wojskowych (Bekleidungsamt), ogrodzenie ,
WAŁOWA,27,kamienica,
WAŁOWA,28,Budynek dawnej kasy chorych, ob.. Przychodnia,
WAŁOWA,46-50,budynek d. szpitala św. Jakuba,
WAŁOWA,46-50,d. koszary artyleryjskie, zespół stajni, budynek 1,
WAŁOWA,46-50,d. koszary artyleryjskie, zespół stajni, budynek 2,
WAŁY JAGIELLOŃSKIE,1,d. zespół Komendantury Garnizonu Pruskiego - budynek główny (Biuro Rady Miasta Gdańska, d. klub ŻAK),600
WAŁY JAGIELLOŃSKIE,1,d. zespół Komendantury Garnizonu Pruskiego - stajnia ob..budynek. biurowy, park, mur ceglany),600
WAŁY JAGIELLOŃSKIE,,Brama Wyżynna,451
WAŁY JAGIELLOŃSKIE,2/4,d.DOM Meblowy, nastepnie d. budynek PLL LOT: ,
WAŁY JAGIELLOŃSKIE,38,dawny sierociniec - portal i kamieniarka szczytu,434
PODWALE GRODZKIE,,d. Hotel Monopol,
WAŁY PIASTOWSKIE,1,Wieżowiec Centralnego Ośrodka Konstrukcyjno Badawczego tzw. Zieleniak,
WAŁY PIASTOWSKIE,,d. przystanek tramwajowy, ob. szalet miejski,
WAŁY PIASTOWSKIE,5,Archiwum Państwowe (drugi budynek),
WAŁY PIASTOWSKIE,5,Archiwum Państwowe, ogrodzenie,
WAŁY PIASTOWSKIE,6,Szkoła Realna Św. Piotra, ob.. I LO,1547
WAŁY PIASTOWSKIE,6,Szkoła Realna Św. Piotra, ob.. I LO, ogrodzenie,1547
WARSZAWSKA,30,dom,
WARSZAWSKA,36,dom,
WARSZAWSKA,52,dom,
WARSZAWSKA,62,dom,
WARSZAWSKA,64,dom,
WARSZAWSKA,66,dom,
WARSZAWSKA,68,dom,
WARTKA,1 ,baszta  Łabędź ,445
WARTKA,5,zespół 3 kamienic, ,1111
WARTKA,8 k.,mur,
WARTKA,8,dwie kamienice ,
WARYŃSKIEGO Ludwika,47A/B/C,dom,
WARYŃSKIEGO Ludwika,04,dom,
WARYŃSKIEGO Ludwika,05,dom,
WARYŃSKIEGO Ludwika,06,dom,
WARYŃSKIEGO Ludwika,09,dom,
WARYŃSKIEGO Ludwika,10,dom,
WARYŃSKIEGO Ludwika,11,dom,
WARYŃSKIEGO Ludwika,12,dom,
WARYŃSKIEGO Ludwika,13,dom,
WARYŃSKIEGO Ludwika,17,dom,
WARYŃSKIEGO Ludwika,18,dom,
WARYŃSKIEGO Ludwika,19,dom,
WARYŃSKIEGO Ludwika,20,dom,
WARYŃSKIEGO Ludwika,21,dom,
WARYŃSKIEGO Ludwika,21,dom,
WARYŃSKIEGO Ludwika,22,dom,
WARYŃSKIEGO Ludwika,24,dom,
WARYŃSKIEGO Ludwika,25,dom,
WARYŃSKIEGO Ludwika,41/42,dom,
WARYŃSKIEGO Ludwika,43,dom,
WARYŃSKIEGO Ludwika,45B,dom,
WARYŃSKIEGO Ludwika,45C,dom,
WARYŃSKIEGO Ludwika,46,dom,
WARYŃSKIEGO Ludwika,46A,dom,
WARYŃSKIEGO Ludwika,46B,dom,
WARYŃSKIEGO Ludwika,46C,dom,
WARYŃSKIEGO/ Zator-Przytockiego,,dom,
WARZYWNICZA ,1 (1/2 ),kamienica,
WARZYWNICZA ,2 (1/2),kamienica,
WARZYWNICZA ,3/4 ,kamienica,
WARZYWNICZA ,9,10 (10 A),kamienica z restauracją,
WARZYWNICZA ,11,12 (10 B),kamienica,
WARZYWNICZA ,13 (10 C ),kamienica,
WARZYWNICZA ,14 (10 C),kamienica,
WARZYWNICZA ,15 (10 D),kamienica,
WARZYWNICZA ,16, 17 (10 D) ,kamienica,
WARZYWNICZA ,18 (10 E),kamienica,
WARZYWNICZA ,19 (10 E),kamienica,
WASSOWSKIEGO Józefa,6,dom,
WASSOWSKIEGO Józefa,7,dom ob.. Żłobek,
WASSOWSKIEGO Józefa,8,dom,
WASSOWSKIEGO Józefa,9,dom,
WASSOWSKIEGO Józefa,11k.,dom,
WASSOWSKIEGO Józefa,11A,oficyna,
WASSOWSKIEGO Józefa,11A,budynek gospodarczy,
WASSOWSKIEGO Józefa,11A k.,dom,
WASSOWSKIEGO Józefa,12/13,dom,
WASSOWSKIEGO Józefa,12/13 m.6,garaż,
WASSOWSKIEGO Józefa,14,dom,
WASSOWSKIEGO Józefa,15,dom,
WASSOWSKIEGO Józefa,16,kamienica,1766
WASSOWSKIEGO Józefa,17,dom/sklep,
WĄSOWICZA Stanisława,1,dom,
WĄSOWICZA Stanisława,2,dom,
WĄSOWICZA Stanisława,3,dom,
WĄSOWICZA Stanisława,5,dom ,
WĄSOWICZA Stanisława,6/8/10/12,domy w zespole,
WĄSOWICZA Stanisława,7,dom,
WĄSOWICZA Stanisława,9,dom,
WĄSOWICZA Stanisława,11,dom,
WĄSOWICZA Stanisława,13A,dom,
WĄSOWICZA Stanisława,15,dom,
WĄSOWICZA Stanisława,15,budynek gospodarczy,
WCZASY,1,dom,
WEŁNIARSKA,19/20 (20),d. odcinek zach. Muru wysokiego między Basztą Słomianą i Dworem Bractwa Św. Jerzego ( ul. Długą), ,
WEŁNIARSKA,19/20 k ,relikty d.Baszty Studziennej,
WEŁNIARSKA,(17),dom,
WEŁNIARSKA,(14),dom,
WEŁNIARSKA,(15),dom,
WEŁNIARSKA,(16),dom,
WEŁNIARSKA,(18),dom,
WEŁNIARSKA,,mur,
WENUS,71,historyczny układ przestrzenny dawnej zagrody kolonijnej,
WENUS,40,historyczny układ przestrzenny dawnej zagrody kolonijnej,
WENUS,46, 46 A, 46 B,historyczny układ przestrzenny dawnej zagrody kolonijnej,
WENUS,50 k.,historyczny układ przestrzenny dawnej zagrody kolonijnejkapliczka z drzewostanem,
WENUS,54,dom,
WENUS,65,dom,
WENUS,66,dom,
WENUS,67, 67 A,dom,
WESOŁA ,2/4,kamienica,
WESOŁA ,6/8,kamienica,
WESOŁA ,10/12,kamienica,
WESOŁA ,14/16,dom,
WESOŁA ,18,kamienica,
WESTERPLATTE,,Pole Bitewne z obiektami historycznymi: 1. placówka Elektrownia, 2. wartownia nr 3, 3. nowe koszary, 4. placówka Fort, 5. wartownia nr 1, 6. schron i wieża, 7. fundament i wały dużego magazynu am.,1724
WESTERPLATTE,,Pole Bitewne z obiektami historycznymi: A. relikty muru granicznego, B. relikty bramy kolejowej, C. fundament budynku stacji kol., D. kanał inspekcyjny, E. wartownia nr 4, F. płyta fundamentowa wartowni nr 1, G. dwa magazyny am., H. relikty 5 magazynów am.,I. relikty starych koszar, J. relikty kasyna, K.L. relikty willi, M. magazyn paliw, N. falochron oraz teren,1724
WESTERPLATTE,,szaniec mewi: schron nr 2,
WESTERPLATTE,,szaniec mewi: schron nr 3,
WESTERPLATTE,,szaniec mewi: redita,
WESTERPLATTE,,szaniec mewi: remiza,
WĘGLARSKA,2 (1/4),kamienica ,
WĘGLARSKA,3 (1/4),kamienica ,
WĘGLARSKA,4 (1/4),kamienica ,
WĘGLARSKA,5,kamienica ,
WĘGLARSKA,6/7 ,kamienica ,
WĘGORZOWA,2,dom,
WĘGORZOWA,2,budynek gospodarczy,
WĘGORZOWA,7,dom,
WĘGORZOWA,11,b. gospodaczy,
WIELOPOLE,6A,zespół zabudowań dawnej fabryki,
WIELOPOLE,6A,dom,
WIENIAWSKIEGO Józefa,13/13a/13b,dom/sklep,
WIENIAWSKIEGO Józefa,14/14a/14b,dom,
WIENIAWSKIEGO Józefa,15/15a/15b,dom/fryzjer,
WIENIAWSKIEGO Józefa,16/16a/16b,dom,
WIENIECKA,18,dom,
WIENIECKA,20,dom i drugi budynek,
WIENIECKA,20,trzeci budynek,
WIELKIE MŁYNY / NA PIASKACH,,WIELKI MŁYN,478
WIERZBOWA,1/2,dom,
WIERZBOWA,3,dom,
WIERZBOWA,4,dom,
WIERZBOWA,5,dom,
WIERZBOWA,7,dom,
WIERZBOWA,8,dom,
WIERZBOWA,9,dom,
WIERZBOWA,10,dom,
WIEŻYCKA,40,d. dwór Zakoniczyn,
WILEŃSKA,1/3,dom bliźniaczy,
WILEŃSKA,2/4,budynek mieszkalny,
WILEŃSKA,5/7,budynek mieszkalny,
WILEŃSKA,6/8,budynek mieszkalny,
WILEŃSKA,9/11,budynek mieszkalny,
WILEŃSKA,10/12,dom bliźniaczy,
WILEŃSKA,13/15,dom bliźniaczy,
WILEŃSKA,14,dom,
WILEŃSKA,16/18,dom bliźniaczy,
WILEŃSKA,17/19,budynek mieszkalny,
WILEŃSKA,20/22,dom bliźniaczy,
WILEŃSKA,21/23,dom bliźniaczy,
WILEŃSKA,24/26,dom bliźniaczy,
WILEŃSKA,25/27,dom bliźniaczy,
WILEŃSKA,28/30,dom bliźniaczy,
WILEŃSKA,29/31,dom bliźniaczy,
WILEŃSKA,32/34,dom bliźniaczy,
WILEŃSKA,33/35,dom bliźniaczy,
WILEŃSKA,36/38,dom bliźniaczy,
WILEŃSKA,40/42,dom bliźniaczy,
WILKA-KRZYŻANOWSKIEGO płk. ,1,dom,
WILKA-KRZYŻANOWSKIEGO płk. ,3,dom,
WILKA-KRZYŻANOWSKIEGO płk. ,4-8,Szkoła Podstawowa nr 66, Liceum nr 9, Gimnazjum nr 1,
WILKA-KRZYŻANOWSKIEGO płk. ,4-8,(drugi budynek) Szkoła Podstawowa nr 66, Liceum nr 9, Gimnazjum nr ,
WILKA-KRZYŻANOWSKIEGO płk. ,5,dom,
WILKA-KRZYŻANOWSKIEGO płk. ,7,dom,
WILKA-KRZYŻANOWSKIEGO płk. ,9,dom,
WILKA-KRZYŻANOWSKIEGO płk. ,11,dom,
WILKA-KRZYŻANOWSKIEGO płk. ,13,dom,
WILKA-KRZYŻANOWSKIEGO płk. ,15,dom,
WILKA-KRZYŻANOWSKIEGO płk. ,17,dom,
WILKA-KRZYŻANOWSKIEGO płk. ,19,dom,
WILKÓW MORSKICH,5,osiedle domków robotniczych Fundacji dr Abegga ,
WILKÓW MORSKICH,6,osiedle domków robotniczych Fundacji dr Abegga ,
WILKÓW MORSKICH,6 B,osiedle domków robotniczych Fundacji dr Abegga ,
WILKÓW MORSKICH,7,osiedle domków robotniczych Fundacji dr Abegga ,
WILKÓW MORSKICH,8,osiedle domków robotniczych Fundacji dr Abegga ,
WILKÓW MORSKICH,10,osiedle domków robotniczych Fundacji dr Abegga ,
WILKÓW MORSKICH,13,osiedle domków robotniczych Fundacji dr Abegga ,
WILKÓW MORSKICH,14,osiedle domków robotniczych Fundacji dr Abegga ,
WILKÓW MORSKICH,15,osiedle domków robotniczych Fundacji dr Abegga ,
WILKÓW MORSKICH,16,osiedle domków robotniczych Fundacji dr Abegga ,
WILKÓW MORSKICH,16 A,osiedle domków robotniczych Fundacji dr Abegga ,
WILKÓW MORSKICH,16 B,osiedle domków robotniczych Fundacji dr Abegga ,
WILKÓW MORSKICH,16 C,osiedle domków robotniczych Fundacji dr Abegga ,
WILKÓW MORSKICH,17,osiedle domków robotniczych Fundacji dr Abegga ,
WILKÓW MORSKICH,18,osiedle domków robotniczych Fundacji dr Abegga ,
WILKÓW MORSKICH,19,osiedle domków robotniczych Fundacji dr Abegga ,
WILKÓW MORSKICH,20,osiedle domków robotniczych Fundacji dr Abegga ,
WITA STWOSZA,01,dom,
WITA STWOSZA,02,dom,
WITA STWOSZA,02 A,budynek gospodarczy,
WITA STWOSZA,03,dom,
WITA STWOSZA,04,dom,
WITA STWOSZA,05,dom,
WITA STWOSZA,06,dom,
WITA STWOSZA,09,dom z warsztatem,
WITA STWOSZA,10,dom,
WITA STWOSZA,12,dom,
WITA STWOSZA,14,dom z budynkiem gospodarczym,
WITA STWOSZA,15,dom,
WITA STWOSZA,16,dom,
WITA STWOSZA,17,dom,
WITA STWOSZA,18B/ 18C,budynek mieszkalny,
WITA STWOSZA,20,budynek mieszkalny,
WITA STWOSZA,21,dom,
WITA STWOSZA,22,budynek mieszkalny,
WITA STWOSZA,23,szkoła,
WITA STWOSZA,23 A,budynek gospodarczy szkoly,
WITA STWOSZA,24,budynek mieszkalny,
WITA STWOSZA,25/27,dom,
WITA STWOSZA,26,budynek mieszkalny,
WITA STWOSZA,36,budynek mieszkalny,
WITA STWOSZA,38,budynek mieszkalny,
WITA STWOSZA,44-42,budynek mieszkalny,
WITA STWOSZA,73 k.,nasyp linii kolejowej pomiędzy ulcami Wita Stwosza a Aleją Grunwaldzką,
WITA STWOSZA,75,dom,
WITA STWOSZA,100,willa,
WITA STWOSZA,112/118,zespół zajezdni tramwajowej,
WIOSŁOWA,3,dom,
